qid,question,answer,grounding,keep_YN,edited_answer,notes
eb4a3c41-316b-4f9e-8ef4-c150940e702c,"HL홀딩스 2023년 전략(STRAT-1)에 대해 모든 섹터에 지침 조직은 다음 정보를 제공해야 합니다 - 조직의 자산 또는 기반 시설의 유용한 수명과 기후 변화와 관련된 이슈가 중장기에 걸쳐 종종 나타나는 사실을 고려하여, 관련 단기, 중기 및 장기간의 시간 주기로 생각하는 것에 대한 설명 - 조직에 중대한 재무적 영향을 미칠 수 있는 각 시간 주기( 단기, 중기 및 장기)에 대한 구체적인 기후 변화와 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요.","[1] HL홀딩스 2023 p.16: HL홀딩스는 주주총회 개최 전 최소 2주 전에  후보자에 대한 충분한  정보를 제공하기 위해, 후보자들의 인적사항, 주요 경력, 결격 사유의  유무, 그리고 회사와의 거래 내역 등의 정보를 발송한다. HL홀딩스 2023 p.16: HL그룹의   - HL홀딩스는 주주총회 개최 전 최소 2주 전에  후보자에 대한 충분한  정보를 제공하기 위해, 후보자들의 인적사항, 주요 경력, 결격 사유의  유무, 그리고 회사와의 거래 내역 등의 정보를 발송한다. HL그룹 2023 p.16: HL홀딩스는 주주총회 개최 전 최소 2주 전에  후보자에 대한 충분한  정보를 제공하기 위해, 후보자들의 인적사항, 주요 경력, 결격 사유의  유무, 그리고 회사와의 거래 내역 등의 정보를 발송한다. HL그룹 2023 p.16: HL홀딩스는 주주총회 개최 전 최소 2주 전에  후보자에 대한 충분한  정보를 제공하기 위해, 후보자들의 인적사항, 주요 경력, 결격 사유의  유무, 그리고 회사와",0.538,,,
034bdfe4-0bd4-4382-9533-7798a497f528,"HL홀딩스 2024년 전략(STRAT-1)에 대해 모든 섹터에 지침 조직은 다음 정보를 제공해야 합니다 - 조직의 자산 또는 기반 시설의 유용한 수명과 기후 변화와 관련된 이슈가 중장기에 걸쳐 종종 나타나는 사실을 고려하여, 관련 단기, 중기 및 장기간의 시간 주기로 생각하는 것에 대한 설명 - 조직에 중대한 재무적 영향을 미칠 수 있는 각 시간 주기( 단기, 중기 및 장기)에 대한 구체적인 기후 변화와 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요.","[1] HL홀딩스는 기후변화와 관련된 환경 리스크를 파악하기 위해 기후변화 관련 지배구조, 전략, 위험관리 및 지표 감축목표를  공시하고 있으며, 전세계적인  움직임에 동참해 나가고 있습니다. • • HL홀딩스는 기후변화와 관련된 환경 리스크를 파악하기 위해 기후변화 관련 지배구조, 전략, 위험관리 및 지표 감축목표를  공시하고 있으며, 전세계적인  움직임에 동참해 나가고 있습니다. • HL홀딩스는 기후변화와 관련된 환경 리스크를 파악하기 위해 기후변화 관련 지배구조, 전략, 위험관리 및 지표 감축목표를  공시하고 있으며, 전세계적인  움직임에 동참해 나가고 있습니다. • HL홀딩스는 기후변화와 관련된 환경 리스크를 파악하기 위해 기후변화 관련 지배구조, 전략, 위험관리 및 지표 감축목표를  공시하고 있으며, 전세계적인  움직임에 동참해 나가고 있습니다. • HL홀딩스는 기후변화와 관련된 환경 리스크를 파악하기 위해 기후변화 관련 지배구조, 전략, 위험관리 및 지표 감축목표를  공시하고 있으며, 전세계",0.542,,,
d0e103f1-4467-4453-a9a1-838b69b3ee63,"HL홀딩스 2023년 거버넌스(GOV-1)에 대해 모든 섹터에 대한 지점 기후 변화와 관련된 이슈에 대한 사회의 감독을 기술함에 있어서 조직은 다음에 대한 논의를 포함시키는 것을 고려해야 합니다. -이사회 및 또는 운영위원회( 예: 감사, 위험 또는 기타 위원회)가 기후 변화와 관련된 이슈에 관해 통보 받는 프로세스 및 빈도 -이사회 및 또는 운영위원회가 조직의 성과 목표 설정, 이행 및 성과 모니터링 , 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요.","# HL HOLDINGS SU…  # 예: [1] 회사 연도 p.11-12: (요약/발췌) HL HOLDINGS   Sustainability Report 2022 Intro HL’s Responsibility Sustainable IMPACT Appendix 10-1: 이사회가 수행하는 기후변화 관련 이슈의 감독에 대해 설명할 때, 조직은 다음에",0.543,,,
9921bb98-76f9-42d5-adaa-08c161d2df1d,"한온시스템 2022년 거버넌스(GOV-2)에 대해 모든 섹터에 대한 지침 기후 변화와 관련된 이슈의 평가 및 관리와 관련된 경영진의 역할을 설명할 때, 조직은다음 정보를 고려해야 합니다 — 조직이 관리 수준의 직위 또는 위원회에 기후 변화와 관련된 책임올 부여했는지, 만약그렇다면, 그러한 관리직 또는 위원회가 이사회 또는 운영위권회에 보고하는지 여부와 그러한 책임이 기후 변화와 관련된 이슈의 평가 및 또는 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요.","# 한온시스템 2022 지속가능경영보고서 ABOUT HANON SYSTEMS APPENDIXGOVERNANCE SOCIAL ENVIRONMENTAL ESG Performance ESG Leadership ESG 거버넌스 운영 한온시스템은 이해관계자의 요구 및 관심사를 반영하여 경제, 사회, 환경, …[6] 한온시스템 2022 p.26: 26 한온시스템 2022 지속가능경영보고서 ABOUT HANON SYSTEMS APPENDIXGOVERNANCE SOCIAL ENVIRONMENTAL ESG Performance ESG Leadership ESG 거버넌스 운영 한온시스템은 이해관계자의 요구 및 관심사를 반영하여 경제, 사회, 환경, …[7] 한온시스템 2022 p.27: 27 한온시스템 2022 지속가능경영보고서 ABOUT HANON SYSTEMS APPENDIXGOVERNANCE SOCIAL ENVIRONMENTAL ESG Performance ESG Leadership ESG 거버넌스 운영 한온시스템은 이해관계자의 요구 및 관심사를 반영하여 경제",0.553,,,
2edeedc1-8c28-4b4c-b6ad-d339495d0638,"HL홀딩스 2023년 리스크관리(RM-2)에 대해 모든 섹터에 대한 지침 조직은 기후 위험을 완화, 전가, 수용 또는 통제하기 위한 의사 결정 방법을 포함하여 기후 변화와 관련된 위험을 관리하는 프로세스를 설명해야 합니다. 또한 조직은 중요성 결정이 조직 내에서 이루어지는 방법을 포함하여 기후 변화와 관련된 위험의 우선순위 결정을 위한 프로세스를 설명해야 합니다. 기후 변화와 관련된 위험을 관리하는 프로세 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요.","- …[6] … # 예: [1] 회사 연도 p.10-12: (요약/발췌)HL홀딩스 2024 p.27: 기후변화 대응전략 HL홀딩스는 동종 및 이종업계 사례, 기후변화 시나리오 등에 대한 외부 자료 및 전문가 의견 분석 등을 통해 기후관련 위험 및 기회 항목들을 식별하고 사업에 미치는 영향을 고려한 대응전략을 수립하였습니다. HL홀딩스는 기후변화 대응전략을 위해 에너지효율화와 온실가스 감축활동을 수행하고 있으며, 본사 Culture팀은 기후변화…  # 예: [1] 회사 연도 p.10-12: (요약/발췌)HL홀딩스 2024 p.27: 기후변화 대응전략 HL홀딩스는 동종 및 이종업계 사례, 기후변화 시나리오 등에 대한 외부 자료 및 전문가 의견 분석 등을 통해 기후관련 위험 및 기회 항목들을 식별하고 사업에 미치는 영향을 고려한 대응전략을 수립하였습니다. HL홀딩스는 기후변화 대응전략을 위해 에너지효율화와 온실가스 감축활동을 수행하고 있으며, 본사 Culture팀은 기후변화…  # 예: [1] 회사 연도 p.10-12: (요",0.586,,,
a35a624a-447f-4a77-9247-cf45bd0e8808,"현대모비스 2022년 지표및목표(MT-1)에 대해 모든 섹터에 대한 지침 조직은 표1에서 설명한 바와 같이 기후변화 관련 위험과 기회를 측정하고 관리하는데 사용하는 주요 지표와 표2에서 설명한 기후변화 관련 산업 전반의 지표 범주별 부합되는 지표를 제시해야 한다. 조직은 해당되고 적용가능한 경우, 물, 에너지, 토지 이용 및 폐기물 관리와 관련된 기후변화 관련 위험에 대한 지표를 포함시킬 것을 고려해야 한 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요.","- …[6] 5) 2022년 지표 및 목표(MT-1)에 대해 모든 섹터에 대한 지침 조직은 표 1에서 설명한 바와 같이 기후변화 관련 위험과 기회를 측정하고 관리하는데 사용하는 주요 지표와 표 2에서 설명한 기후변화 관련 산업 전반의 지표 범주별 부합되는 지표를 제시해야 한다. 조직은 해당되고 적용가능한 경우, 물, 에너지, 토지 이용 및 폐기물 관리와 관련된 기후변화 관련 위험에 대한 지표를 포함시킬 것을 고려해야 한 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요.",0.588,,,
e43e53f3-bbc0-4948-a8c1-a26ef0aa05d2,"HL홀딩스 2023년 전략(STRAT-3)에 대해 모든 섹터에 대한 지침 조직은 2°C 이하의 시나리오 및 조직과 관련이 있는 경우, 물리적 기후 변화와 관련된 위험 증가와 일관된 시나리오와 일치하는 저탄소 경제로의 전환을 고려하여 기후 변화와 관련된 리스크와 기회에 대한 전략이 얼마나 탄력적인지를 설명해야합니다. 조직은 다음 사항의 논의를 고려해야 합니다. -조직의 전략이 기후 변화와 관련된 리스크 및 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요.",# TCFD 보고서 초안 HL홀딩스는 ESG 환경부문 강화활동을 임원 KPI 지표에 반영하는 등 기후변화 대응 및 친환경 경영을 위한  최고경영진의 의지를 강화하고 있습니다. 동시에 그린워싱의 위험을 견제하기 위해 투명하고 공정한 성과평가 및 환경내부감사를 자체적으로 수행하고 있습니다. HL홀딩스는 2024년 ESG 환경부문 강화를 위해 …  # 예: [2] 회사 연도 p.10-12: (요약/발췌) HL홀딩스는 ESG 환경부문 강화활동을 임원 KPI 지표에 반영하는 등 기후변화 대응 및 친환경 경영을 위한  최고경영진의 의지를 강화하고 있습니다. 동시에 그린워싱의 위험을 견제하기 위해 투명하고 공정한 성과평가 및 환경내부감사를 자체적으로 수행하고 있습니다. HL홀딩스는 2024년 ESG 환경부문 강화를 위해 …  # 예: [3] 회사 연도 p.10-12: (요약/발췌) HL홀딩스는 ESG 환경부문 강화활동을 임원 KPI 지표에 반영하는 등 기후변화 대응 및 친환경 경영을 위한  최고경영진의 의지를 강화하고 있습니다. 동시에 그린워싱의,0.604,,,
5c8d5fc8-41c4-4c4b-8ea3-6b64c01e3acb,"HL홀딩스 2023년 리스크관리(RM-2)에 대해 모든 섹터에 대한 지침 조직은 기후 위험을 완화, 전가, 수용 또는 통제하기 위한 의사 결정 방법을 포함하여 기후 변화와 관련된 위험을 관리하는 프로세스를 설명해야 합니다. 또한 조직은 중요성 결정이 조직 내에서 이루어지는 방법을 포함하여 기후 변화와 관련된 위험의 우선순위 결정을 위한 프로세스를 설명해야 합니다. 기후 변화와 관련된 위험을 관리하는 프로세 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요.","질문 내용에 적합한 답을 작성한다. [1] HL홀딩스의 기후변화 관련 위험 관리 프로세스 HL홀딩스는 전사차원의 리스크 관리절차에 따라 기후변화 관련 리스크의 파악 및 식별, 평가, 대응,  모니터링 활동을 수행하고 있습니다. 환경관리실무조직체가 각 사업장별로 에너지효율화와  온실가스 감축활동을 위한 실천 방안을 모색하고, 목표 및  감축…[2] HL홀딩스의 기후변화 관련 위험 관리 프로세스 HL홀딩스는 전사차원의 리스크 관리절차에 따라 기후변화 관련 리스크의 파악 및 식별, 평가, 대응, 모니터링 활동을 수행하고 있습니다. 각 사업장별로 환경관리실무조직이 에너지효율화와  온실가스 감축활동을 …[3] HL홀딩스의 기후변화 관련 위험 관리 프로세스 HL홀딩스는 전사차원의 리스크 관리절차에 따라 기후변화 관련 리스크의 파악 및 식별, 평가, 대응, 모니터링 활동을 수행하고 있습니다. …[4] HL홀딩스의 기후변화 관련 위험 관리 프로세스 HL홀딩스는 전사차원의 리스크 관리절차에 따라 기후변화 관련 리스크의 파악 및 식별, 평가, 대응, 모니터링 활동을 수행하고 있습니다. …[5] HL홀딩스의 기후변화 대응전략 H",0.610,,,
e47d2d09-ef05-4f62-8342-1e948402241c,"한온시스템 2022년 지표및목표(MT-1)에 대해 모든 섹터에 대한 지침 조직은 표1에서 설명한 바와 같이 기후변화 관련 위험과 기회를 측정하고 관리하는데 사용하는 주요 지표와 표2에서 설명한 기후변화 관련 산업 전반의 지표 범주별 부합되는 지표를 제시해야 한다. 조직은 해당되고 적용가능한 경우, 물, 에너지, 토지 이용 및 폐기물 관리와 관련된 기후변화 관련 위험에 대한 지표를 포함시킬 것을 고려해야 한 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요.","# 한온시스템2022년 지표 및 목표(MT-1)에 대해 모든 섹터에 대한 지침 조직은 표 1에서 설명한 바와 같이 기후변화 관련 위험과 기회를 측정하고 관리하는데 사용하는 주요 지표와 표 2에서 설명한 기후변화 관련 산업 전반의 지표 범주별 부합되는 지표를 제시해야 한다. 조직은 해당되고 적용가능한 경우, 물, 에너지, 토지 이용 및 폐기물 관리와 관련된 기후변화 관련 위험에 대한 지표를 포함시킬 것을 고려해야 한 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요. 예: 조직 연도 p.10-12: (요약/발췌) 한온시스템 2022 p.11: 지속적으로 개선될 수 있도록 하는 기반입니다. 각 공장과 현장에는   리스크 지표를 통해 측정되는 기후변화의 리스크와 기회를 결정하기 위해   통합관리시스템(IMS)과 연계된 프로세스를 운영 중입니다. 필요시 개별  사업장은 리스크를 완화하기 위한 활동 계획을 개발하고 실행합니다. 1)…  # 예: [1] 회사 연도 p.10-12: (요약/발췌) 한온시스템 2022",0.613,,,
f3e0928d-a16f-4db0-882b-440e7c947920,"금호타이어 2022년 전략(STRAT-2)에 대해 모든 섹터에 지침 권장된 정보 공개 (a)를 바탕으로 확인된 기후 변화와 관련된 이슈가 조직의 사업, 전략 및 재무 계획에 어떻게 영향을 미쳤는지에 대해 논의해야 합니다. 조직은 다음 영역에서 사업 및 전략에 미치는 영향을 포함하는 것을 고려해야 합니다. - 제품 및 서비스 - 공급망 및/또는 가치 사슬 - 조정 및 완화 활동 - 연구 개발 투자 - 운영 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요.",[1] 회사 연도 p.12-13: (요약/발췌) - 해당 프로세스를 지속가능경영보고서를 통해 공개하고 있습니다. - 영향성: 조직의 활동 및 중요한 지속가능성 주제가 조직 및 이해관계자에게 미치는  영향에 대해 설명 - 중대한 사항은 ESG위원회에 보고하고 대응방안을 마련하고 있습니다. - 시나리오 기반 강수… - 예시: [1] 회사 연도 p.12-13: (요약/발췌) - 해당 프로세스를 지속가능경영보고서를 통해 공개하고 있습니다. - 영향성: 조직의 활동 및 중요한 지속가능성 주제가 조직 및 이해관계자에게 미치는  영향에 대해 설명 - 중대한 사항은 ESG위원회에 보고하고 대응방안을 마련하고 있습니다. - 시나리오 기반 강수… - 예시: [1] 회사 연도 p.12-13: (요약/발췌) - 해당 프로세스를 지속가능경영보고서를 통해 공개하고 있습니다. - 영향성: 조직의 활동 및 중요한 지속가능성 주제가 조직 및 이해관계자에게 미치는  영향에 대해 설명 - 중대한 사항은 ESG위원회에 보고하고 대응방안을 마련하고 있습니다. - 시나리오 기반 강수… -,0.615,,,
51228d15-8abd-48b3-bad9-b18c2f85c7d3,HL만도 2023년 리스크관리(RM-1)에 대해 모든 섹터에 대한 지침 조직은 기후 변화와 관련된 위험을 식별하고 평가하기 위한 위험 관리 프로세스를 설명해야 합니다 이 설명의 중요한 측면은 조직이 다른 위험과 관련하여 기후 변화와 관련된 위험의 상대적 중요성을 결정하는 방법입니다. 조작은 기후 변화와 관련된 현존 하거나 새로 등장하는 규제 요건 (예: 배출량 제한) 및 고려되는 기타 관련 요인을 고려해 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요.,"- …[6](4) HL만도의 기후변화 리스크와 기회요인 분석 및 예측: 조직은 HL만도의 기후변화 리스크와 기회요인을  분석하였습니다. 크게 2가지 주제(① 물리적 환경 ② 법, 규제, 시장, 기술 수준 등 기업 비즈니스 환경)에 대해 2가지 기후변화  시나리오(2℃ 상승 기준 RCP 1)  4도씨 상승 기준 RCP 8.5…HL만도의 기후변화 리스크와 기회요인 분석 및 예측: 조직은 HL만도의 기후변화 리스크와 기회요인을  분석하였습니다. 크게 2가지 주제(① 물리적 환경 ② 법, 규제, 시장, 기술 수준 등 기업 비즈니스 환경)에 대해 2가지 기후변화  시나리오(2℃ 상승 기준 RCP 1) 4도씨 상승 기준 RCP 8.5…HL만도의 기후변화 리스크와 기회요인 분석: 조직은 HL만도의 기후변화 리스크와 기회요인을  분석하였습니다. 크게 2가지 주제(① 물리적 환경 ② 법, 규제, 시장, 기술 수준 등 기업 비즈니스 환경)에 대해 2가지 기후변화  시나리오(2℃ 상승 기준",0.622,,,
b5e0d576-2a4c-42d1-af81-2b147e72ddbc,"HL홀딩스 2023년 지표및목표(MT-1)에 대해 모든 섹터에 대한 지침 조직은 표1에서 설명한 바와 같이 기후변화 관련 위험과 기회를 측정하고 관리하는데 사용하는 주요 지표와 표2에서 설명한 기후변화 관련 산업 전반의 지표 범주별 부합되는 지표를 제시해야 한다. 조직은 해당되고 적용가능한 경우, 물, 에너지, 토지 이용 및 폐기물 관리와 관련된 기후변화 관련 위험에 대한 지표를 포함시킬 것을 고려해야 한 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요.","HL홀딩스는 기후변화 관련 위험과 기회를 평가하고 관리하기 위해 다음과 같은 주요 지표와 표 A1.1 및 A1.2(75~76페이지)에서 설명한 바와 같이 기후변화 관련 위험과 기회를 평가하고 관리하는데 사용하는 지표를 제시해야 한다. HL홀딩스는 기후변화 관련 위험과 기회를 평가하기 위해 다음과 같은 지표를 사용한다. a) 조직이 경영 전략 및 위험관리 절차에 따라 기후변화 관련 위험과 기회를 평가하기 위해 사용한 지표 공개 35, 36b) Scope 1, 2 및 Scope 3(해당되는 경우) 온실가스 배출량과 관련 위험 공개 c) 기후변화 관련 위험과 기회 관리를 위해 조직에서 사용되는 …[2] 조직이 경영 전략 및 위험관리 절차에 따라 기후변화 관련 위험과 기회를 평가하기 위해 사용한 지표 공개 33, 34, 35, 36b) Scope 1, 2 및 Scope 3(해당되는 경우) 온실가스 배출량과 관련 위험 공개 c) 기후변화 관련 위험과 기회 관리를 위해 조직에서 사용되는 …[3] 조직이 경영 전략 및 위험관리 절차에 따라 기후",0.639,,,
f5e5dbbf-da91-4eed-9e76-0231dea961cd,"HL홀딩스 2024년 전략(STRAT-1)에 대해 모든 섹터에 지침 조직은 다음 정보를 제공해야 합니다 - 조직의 자산 또는 기반 시설의 유용한 수명과 기후 변화와 관련된 이슈가 중장기에 걸쳐 종종 나타나는 사실을 고려하여, 관련 단기, 중기 및 장기간의 시간 주기로 생각하는 것에 대한 설명 - 조직에 중대한 재무적 영향을 미칠 수 있는 각 시간 주기( 단기, 중기 및 장기)에 대한 구체적인 기후 변화와 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요.","- …[6]  # 예: [1] 회사 연도 p.10-12: (요약/발췌) HL홀딩스 2024 TCFD Korean p.19: TCFD(기후관련 재무정보공개 협의체)는 기후변화가 기업의 재무에 미치는 영향을 공개하도록 권고합니다. HL홀딩스는  TCFD 권고안에 따라 기후변화 관련 지배구조, 전략, 위험관리 및 지표 감축목표를 공시하고 있으며, 전세계적인  움직임에 동참해 나가고 있습니다.  UN SDGs 활동  # 예: [1] 회사 연도 p.10-12: (요약/발췌) HL홀딩스 2024 TCFD Korean p.19: TCFD(기후관련 재무정보공개 협의체)는 기후변화가 기업의 재무에 미치는 영향을 공개하도록 권고합니다. HL홀딩스는  TCFD 권고안에 따라 기후변화 관련 지배구조, 전략, 위험관리 및 지표 감축목표를 공시하고 있으며, 전세계적인  움직임에 동참해 나가고 있습니다.  UN SDGs 활동 … # 예: [1] 회사 연도 p.10-12:",0.640,,,
1d57a85e-3b0b-4e72-806f-958853aefcf1,"금호타이어 2023년 지표및목표(MT-1)에 대해 모든 섹터에 대한 지침 조직은 표1에서 설명한 바와 같이 기후변화 관련 위험과 기회를 측정하고 관리하는데 사용하는 주요 지표와 표2에서 설명한 기후변화 관련 산업 전반의 지표 범주별 부합되는 지표를 제시해야 한다. 조직은 해당되고 적용가능한 경우, 물, 에너지, 토지 이용 및 폐기물 관리와 관련된 기후변화 관련 위험에 대한 지표를 포함시킬 것을 고려해야 한 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요.",# TCFD 보고서 초안# [1] TCFD Korean p.20: 조직의 전략  및 위험 관리  프로세스에 따라  기후변화 관련 위험과 기회를 평가하기  위해 조직이  사용하는 지표 공시 전 부문 대상 지침 조직은 표 A1.1 및 A1.2(75~76페이지)에서 설명한 바와 같이 기후변화 관련 위험과 기회를 측정하고  관리하는데 사용하는 주요 지표와 표 A2.1(79페이지)에서 설명한 기후변화 관련 산업 전반의 지표  범주별 부합되는 지표…  # 예: [1] 회사 연도 p.11-12: (요약/발췌)  1) 조직의 전략  2) 전략 목표  3) 전략 이행         …   …  …  …  …  …  … …  … …  … …  …  … …  … …  … …  … … … …  … … … … … …  … … … … … … … … … … … … … … … … … … … … … … … … … … … … … … … … … … … … … … …,0.646,,,
a86d28e6-08b6-4dd7-bd40-45fcffc7d1cf,"금호타이어 2023년 거버넌스(GOV-2)에 대해 모든 섹터에 대한 지침 기후 변화와 관련된 이슈의 평가 및 관리와 관련된 경영진의 역할을 설명할 때, 조직은다음 정보를 고려해야 합니다 — 조직이 관리 수준의 직위 또는 위원회에 기후 변화와 관련된 책임올 부여했는지, 만약그렇다면, 그러한 관리직 또는 위원회가 이사회 또는 운영위권회에 보고하는지 여부와 그러한 책임이 기후 변화와 관련된 이슈의 평가 및 또는 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요.",[1] 금호타이어는 TCFD 권고안에 따라 기후변화 대응 활동을 추진해 나가고자 합니다. 권고안은 ‘1) 거버넌스 2) 대응전략 3) 리스크 관리 4) 지표 및 감축 목표’로 구성되어 있으며… [2] 금호타이어는 TCFD 권고안에 따라 기후변화 대응 활동을 추진해 나가고자 합니다. 권고안은 ‘1) 거버넌스 2) 대응전략 3) 리스크 관리 4) 지표 및 감축 목표’로 구성되어 있으며… [3] 금호타이어는 TCFD 권고안에 따라 기후변화 대응 활동을 추진해 나가고자 합니다. 권고안은 ‘1) 거버넌스 2) 대응전략 3) 리스크 관리 4) 지표 및 감축 목표’로 구성되어 있으며… [4] 금호타이어는 TCFD 권고안에 따라 기후변화 대응 활동을 추진해 나가고자 합니다. 권고안은 ‘1) 거버넌스 2) 대응전략 3) 리스크 관리 4) 지표 및 감축 목표’로 구성되어 있으며… [5] 금호타이어는 TCFD 권고안에 따라 기후변화 대응 활동을 추진해 나가고자 합니다. 권고안은 ‘1) 거버넌스 2) 대응전략 3) 리스크 관리 4) 지표 및 감축,0.649,,,
665e9965-0ac0-471e-a99a-eaf340361b67,"HL홀딩스 2024년 리스크관리(RM-2)에 대해 모든 섹터에 대한 지침 조직은 기후 위험을 완화, 전가, 수용 또는 통제하기 위한 의사 결정 방법을 포함하여 기후 변화와 관련된 위험을 관리하는 프로세스를 설명해야 합니다. 또한 조직은 중요성 결정이 조직 내에서 이루어지는 방법을 포함하여 기후 변화와 관련된 위험의 우선순위 결정을 위한 프로세스를 설명해야 합니다. 기후 변화와 관련된 위험을 관리하는 프로세 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요.","- …[6] …# 예: [1] 회사 연도 p.10-12: (요약/발췌) HL홀딩스의 기후변화 관련 리스크 관리 프로세스 HL홀딩스는 동종 및 이종업계 사례, 기후변화 시나리오 등에 대한 외부 자료 및 전문가 의견 분석 등을 통해 기후관련 위험 및 기회 항목들을 식별하고 사업에 미치는 영향을 고려한 대응전략을 수립하였습니다. 리스크 분석 발생가능성 및 재무영향도를 고려한 우선순위 평가를 …  # 예: [1] 회사 연도 p.10-12: (요약/발췌) HL홀딩스의 기후변화 관련 리스크 관리 프로세스 HL홀딩스는 동종 및 이종업계 사례, 기후변화 시나리오 등에 대한 외부 자료 및 전문가 의견 분석 등을 통해 기후관련 위험 및 기회 항목들을 식별하고 사업에 미치는 영향을 고려한 대응전략을 수립하였습니다. 리스크 분석 발생가능성 및 재무영향도를 …  # 예: [1] 회사 연도 p.10-12: (요약/발췌) HL홀딩스의 기후변화 관련 리스크 관리 프로세스 HL홀딩스는 동종 및 이종업계 사례, 기후변화 시나리오 등에 대한 외부 자료 및 전문가 의견 분석 등을 통해",0.673,,,
899b84f7-a9b6-4258-8058-718495506215,"HL만도 2022년 지표및목표(MT-1)에 대해 모든 섹터에 대한 지침 조직은 표1에서 설명한 바와 같이 기후변화 관련 위험과 기회를 측정하고 관리하는데 사용하는 주요 지표와 표2에서 설명한 기후변화 관련 산업 전반의 지표 범주별 부합되는 지표를 제시해야 한다. 조직은 해당되고 적용가능한 경우, 물, 에너지, 토지 이용 및 폐기물 관리와 관련된 기후변화 관련 위험에 대한 지표를 포함시킬 것을 고려해야 한 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요.","예) HL홀딩스 2024 p.110: 지표와 감축목표 a) 조직이 경영 전략 및 위험관리 절차에 따라 기후변화 관련 위험과 기회를 평가하기 위해 사용한 지표 공개 b) Scope 1, 2 및 Scope 3(해당되는 경우) 온실가스 배출량과 관련 위험 공개 c) 기후변화 관련 위험과 기회 관리를 위해 조직에서 사용…  # 예: [1] 회사 연도 p.10-12: (요약/발췌) …… ………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………",0.679,,,
5898fce9-c650-4901-804d-39758b3b94b5,"HL만도 2022년 지표및목표(MT-3)에 대해 전 부문 대상 지침 조직은 표2의 기후변화 관련 산업 전반의 지표 범주에 따라, 그리고 해당되는 경우 예상되는 규제요건 혹은 시장의 제약조건 혹은 기타 목표에 따라, 온실가스 배출량, 물 사용량, 에너지 사용량 등과 같은 주요 기후변화 관련 목표를 설명해야 한다. 기타 목표에는 효율성 또는 재무적 목표, 재무적 손실 허용치, 전체 제품 라이프사이클 전반에서 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요.","- …[6] …# HL홀딩스 2024 p.128: 조직이 사용하는  목표를 설명 전 부문 대상 지침 조직은 표 A2.1(79페이지)의 기후변화 관련 산업 전반의 지표 범주에 따라, 그리고 해당되는 경우  예상되는 규제요건 혹은 시장의 제약조건 혹은 기타 목표에 따라,  온실가스 배출량과 관련된 목표를 설명해야 한다.   …[1] …# HL홀딩스 2021 p.128: 조직이 사용하는  목표를 설명 전 부문 대상 지침 조직은 표 A2.1(79페이지)의 기후변화 관련 산업 전반의 지표 범주에 따라, 그리고 해당되는 경우  예상되는 규제요건 혹은 시장의 제약조건 혹은 기타 목표에 따라,  온실가스 배출량과 관련된 목표를 설명해야 한다.  …[1] …# HL홀딩스 2024 p.128: 조직이 사용하는  목표를 설명 전 부문 대상 지침 조직은 표 A2.1(79페이지)의 기후변화 관련 산업 전반의 지표 범주에 따라, 그리고 해당되는 경우  예상되는 규제요건 혹은 시장의 제약조건 혹은 기타 목표에 따라,  온실가스 배출량과 관련된",0.688,,,
